bin,enhancer_chrom,enhancer_distance_to_promoter,enhancer_end,enhancer_name,enhancer_start,label,promoter_chrom,promoter_end,promoter_name,promoter_start,window_end,window_start,window_chrom,window_name,interactions_in_window,active_promoters_in_window
"(218794.8, 305587.4]",chr22,297642.0,46394368,HUVEC|chr22:46391877-46394368,46391877,1,chr22,46693509,HUVEC|chr22:46692012-46693509,46692012,46692011.0,46394369.0,chr22,HUVEC|chr22:46394369-46692011,1.0,5.0
"[33835, 131310.8]",chr22,55036.0,50710224,HUVEC|chr22:50709200-50710224,50709200,1,chr22,50766105,HUVEC|chr22:50765262-50766105,50765262,50765261.0,50710225.0,chr22,HUVEC|chr22:50710225-50765261,1.0,1.0
"(218794.8, 305587.4]",chr3,267948.0,4750650,HUVEC|chr3:4749670-4750650,4749670,1,chr3,5022817,HUVEC|chr3:5018600-5022817,5018600,5018599.0,4750651.0,chr3,HUVEC|chr3:4750651-5018599,1.0,0.0
"(495816.4, 1672258]",chr3,771301.0,50650200,HUVEC|chr3:50649800-50650200,50649800,1,chr3,51423921,HUVEC|chr3:51421503-51423921,51421503,51421502.0,50650201.0,chr3,HUVEC|chr3:50650201-51421502,3.0,0.0
"(495816.4, 1672258]",chr3,778182.0,50650200,HUVEC|chr3:50649800-50650200,50649800,1,chr3,51429597,HUVEC|chr3:51428384-51429597,51428384,51428383.0,50650201.0,chr3,HUVEC|chr3:50650201-51428383,6.0,1.0
"(495816.4, 1672258]",chr3,767112.0,50654389,HUVEC|chr3:50653682-50654389,50653682,1,chr3,51423921,HUVEC|chr3:51421503-51423921,51421503,51421502.0,50654390.0,chr3,HUVEC|chr3:50654390-51421502,2.0,0.0
"(495816.4, 1672258]",chr3,773993.0,50654389,HUVEC|chr3:50653682-50654389,50653682,1,chr3,51429597,HUVEC|chr3:51428384-51429597,51428384,51428383.0,50654390.0,chr3,HUVEC|chr3:50654390-51428383,4.0,1.0
"(495816.4, 1672258]",chr3,766101.0,50655400,HUVEC|chr3:50654930-50655400,50654930,1,chr3,51423921,HUVEC|chr3:51421503-51423921,51421503,51421502.0,50655401.0,chr3,HUVEC|chr3:50655401-51421502,1.0,0.0
"(495816.4, 1672258]",chr3,772982.0,50655400,HUVEC|chr3:50654930-50655400,50654930,1,chr3,51429597,HUVEC|chr3:51428384-51429597,51428384,51428383.0,50655401.0,chr3,HUVEC|chr3:50655401-51428383,2.0,1.0
"(131310.8, 218794.8]",chr3,167400.0,58310405,HUVEC|chr3:58309864-58310405,58309864,1,chr3,58478526,HUVEC|chr3:58477807-58478526,58477807,58477806.0,58310406.0,chr3,HUVEC|chr3:58310406-58477806,3.0,2.0
"(131310.8, 218794.8]",chr3,166007.0,58311798,HUVEC|chr3:58310780-58311798,58310780,1,chr3,58478526,HUVEC|chr3:58477807-58478526,58477807,58477806.0,58311799.0,chr3,HUVEC|chr3:58311799-58477806,2.0,2.0
"(131310.8, 218794.8]",chr3,157868.0,58319937,HUVEC|chr3:58319000-58319937,58319000,1,chr3,58478526,HUVEC|chr3:58477807-58478526,58477807,58477806.0,58319938.0,chr3,HUVEC|chr3:58319938-58477806,1.0,1.0
"(131310.8, 218794.8]",chr3,215611.0,58819825,HUVEC|chr3:58819301-58819825,58819301,1,chr3,59036099,HUVEC|chr3:59035438-59036099,59035438,59035437.0,58819826.0,chr3,HUVEC|chr3:58819826-59035437,1.0,0.0
"(305587.4, 495816.4]",chr3,416857.0,99562141,HUVEC|chr3:99561980-99562141,99561980,1,chr3,99980536,HUVEC|chr3:99979000-99980536,99979000,99978999.0,99562142.0,chr3,HUVEC|chr3:99562142-99978999,2.0,0.0
"(305587.4, 495816.4]",chr3,416345.0,99562653,HUVEC|chr3:99562561-99562653,99562561,1,chr3,99980536,HUVEC|chr3:99979000-99980536,99979000,99978999.0,99562654.0,chr3,HUVEC|chr3:99562654-99978999,1.0,0.0
"(495816.4, 1672258]",chr3,736039.0,104348159,HUVEC|chr3:104347341-104348159,104347341,1,chr3,105088856,HUVEC|chr3:105084200-105088856,105084200,105084199.0,104348160.0,chr3,HUVEC|chr3:104348160-105084199,2.0,0.0
"(495816.4, 1672258]",chr3,735720.0,104348478,HUVEC|chr3:104348264-104348478,104348264,1,chr3,105088856,HUVEC|chr3:105084200-105088856,105084200,105084199.0,104348479.0,chr3,HUVEC|chr3:104348479-105084199,1.0,0.0
"(218794.8, 305587.4]",chr3,260598.0,111436839,HUVEC|chr3:111436583-111436839,111436583,1,chr3,111698551,HUVEC|chr3:111697439-111698551,111697439,111697438.0,111436840.0,chr3,HUVEC|chr3:111436840-111697438,1.0,0.0
"(218794.8, 305587.4]",chr3,295681.0,122103600,HUVEC|chr3:122103400-122103600,122103400,1,chr3,122400003,HUVEC|chr3:122399283-122400003,122399283,122399282.0,122103601.0,chr3,HUVEC|chr3:122103601-122399282,1.0,3.0
"(305587.4, 495816.4]",chr3,405125.0,142314600,HUVEC|chr3:142314460-142314600,142314460,1,chr3,142721556,HUVEC|chr3:142719727-142721556,142719727,142719726.0,142314601.0,chr3,HUVEC|chr3:142314601-142719726,2.0,2.0
"(305587.4, 495816.4]",chr3,403925.0,142315800,HUVEC|chr3:142315449-142315800,142315449,1,chr3,142721556,HUVEC|chr3:142719727-142721556,142719727,142719726.0,142315801.0,chr3,HUVEC|chr3:142315801-142719726,1.0,1.0
"(305587.4, 495816.4]",chr3,352989.0,145908305,HUVEC|chr3:145907689-145908305,145907689,1,chr3,146262859,HUVEC|chr3:146261296-146262859,146261296,146261295.0,145908306.0,chr3,HUVEC|chr3:145908306-146261295,4.0,1.0
"(305587.4, 495816.4]",chr3,346894.0,145914400,HUVEC|chr3:145912343-145914400,145912343,1,chr3,146262859,HUVEC|chr3:146261296-146262859,146261296,146261295.0,145914401.0,chr3,HUVEC|chr3:145914401-146261295,3.0,1.0
"(305587.4, 495816.4]",chr3,346466.0,145914828,HUVEC|chr3:145914800-145914828,145914800,1,chr3,146262859,HUVEC|chr3:146261296-146262859,146261296,146261295.0,145914829.0,chr3,HUVEC|chr3:145914829-146261295,2.0,1.0
"(305587.4, 495816.4]",chr3,346050.0,145915244,HUVEC|chr3:145914969-145915244,145914969,1,chr3,146262859,HUVEC|chr3:146261296-146262859,146261296,146261295.0,145915245.0,chr3,HUVEC|chr3:145915245-146261295,1.0,1.0
"[33835, 131310.8]",chr3,115935.0,152761979,HUVEC|chr3:152760632-152761979,152760632,1,chr3,152882218,HUVEC|chr3:152877916-152882218,152877916,152877915.0,152761980.0,chr3,HUVEC|chr3:152761980-152877915,2.0,0.0
"[33835, 131310.8]",chr3,107307.0,152770607,HUVEC|chr3:152768739-152770607,152768739,1,chr3,152882218,HUVEC|chr3:152877916-152882218,152877916,152877915.0,152770608.0,chr3,HUVEC|chr3:152770608-152877915,1.0,0.0
"(131310.8, 218794.8]",chr3,137781.0,156253945,HUVEC|chr3:156252773-156253945,156252773,1,chr3,156394182,HUVEC|chr3:156391728-156394182,156391728,156391727.0,156253946.0,chr3,HUVEC|chr3:156253946-156391727,2.0,1.0
"[33835, 131310.8]",chr3,129060.0,156262666,HUVEC|chr3:156260200-156262666,156260200,1,chr3,156394182,HUVEC|chr3:156391728-156394182,156391728,156391727.0,156262667.0,chr3,HUVEC|chr3:156262667-156391727,1.0,1.0
"[33835, 131310.8]",chr3,125972.0,156407927,HUVEC|chr3:156407398-156407927,156407398,1,chr3,156535571,HUVEC|chr3:156533901-156535571,156533901,156533900.0,156407928.0,chr3,HUVEC|chr3:156407928-156533900,2.0,0.0
"[33835, 131310.8]",chr3,121899.0,156412000,HUVEC|chr3:156408043-156412000,156408043,1,chr3,156535571,HUVEC|chr3:156533901-156535571,156533901,156533900.0,156412001.0,chr3,HUVEC|chr3:156412001-156533900,1.0,0.0
"(495816.4, 1672258]",chr3,511311.0,168869508,HUVEC|chr3:168867600-168869508,168867600,1,chr3,169382235,HUVEC|chr3:169380821-169382235,169380821,169380820.0,168869509.0,chr3,HUVEC|chr3:168869509-169380820,1.0,0.0
"(218794.8, 305587.4]",chr3,267184.0,170909267,HUVEC|chr3:170908371-170909267,170908371,1,chr3,171179334,HUVEC|chr3:171176453-171179334,171176453,171176452.0,170909268.0,chr3,HUVEC|chr3:170909268-171176452,5.0,0.0
"(218794.8, 305587.4]",chr3,263915.0,170912536,HUVEC|chr3:170909705-170912536,170909705,1,chr3,171179334,HUVEC|chr3:171176453-171179334,171176453,171176452.0,170912537.0,chr3,HUVEC|chr3:170912537-171176452,4.0,0.0
"(218794.8, 305587.4]",chr3,257528.0,170918923,HUVEC|chr3:170917374-170918923,170917374,1,chr3,171179334,HUVEC|chr3:171176453-171179334,171176453,171176452.0,170918924.0,chr3,HUVEC|chr3:170918924-171176452,3.0,0.0
"(218794.8, 305587.4]",chr3,252389.0,170924062,HUVEC|chr3:170921474-170924062,170921474,1,chr3,171179334,HUVEC|chr3:171176453-171179334,171176453,171176452.0,170924063.0,chr3,HUVEC|chr3:170924063-171176452,2.0,0.0
"(218794.8, 305587.4]",chr3,251808.0,170924643,HUVEC|chr3:170924170-170924643,170924170,1,chr3,171179334,HUVEC|chr3:171176453-171179334,171176453,171176452.0,170924644.0,chr3,HUVEC|chr3:170924644-171176452,1.0,0.0
"(218794.8, 305587.4]",chr3,249618.0,194054580,HUVEC|chr3:194053878-194054580,194053878,1,chr3,194305600,HUVEC|chr3:194304200-194305600,194304200,194304199.0,194054581.0,chr3,HUVEC|chr3:194054581-194304199,2.0,0.0
"(218794.8, 305587.4]",chr3,249248.0,194054950,HUVEC|chr3:194054839-194054950,194054839,1,chr3,194305600,HUVEC|chr3:194304200-194305600,194304200,194304199.0,194054951.0,chr3,HUVEC|chr3:194054951-194304199,1.0,0.0
"(131310.8, 218794.8]",chr4,170919.0,2765600,HUVEC|chr4:2765475-2765600,2765475,1,chr4,2937264,HUVEC|chr4:2936521-2937264,2936521,2936520.0,2765601.0,chr4,HUVEC|chr4:2765601-2936520,1.0,2.0
"(495816.4, 1672258]",chr4,505435.0,24475400,HUVEC|chr4:24471445-24475400,24471445,1,chr4,24982000,HUVEC|chr4:24980837-24982000,24980837,24980836.0,24475401.0,chr4,HUVEC|chr4:24475401-24980836,1.0,1.0
"(218794.8, 305587.4]",chr4,239232.0,40978800,HUVEC|chr4:40978733-40978800,40978733,1,chr4,41219435,HUVEC|chr4:41218034-41219435,41218034,41218033.0,40978801.0,chr4,HUVEC|chr4:40978801-41218033,4.0,0.0
"(218794.8, 305587.4]",chr4,239094.0,40978938,HUVEC|chr4:40978800-40978938,40978800,1,chr4,41219435,HUVEC|chr4:41218034-41219435,41218034,41218033.0,40978939.0,chr4,HUVEC|chr4:40978939-41218033,3.0,0.0
"(218794.8, 305587.4]",chr4,221909.0,40996123,HUVEC|chr4:40991971-40996123,40991971,1,chr4,41219435,HUVEC|chr4:41218034-41219435,41218034,41218033.0,40996124.0,chr4,HUVEC|chr4:40996124-41218033,2.0,0.0
"(218794.8, 305587.4]",chr4,220736.0,40997296,HUVEC|chr4:40996215-40997296,40996215,1,chr4,41219435,HUVEC|chr4:41218034-41219435,41218034,41218033.0,40997297.0,chr4,HUVEC|chr4:40997297-41218033,1.0,0.0
"(131310.8, 218794.8]",chr4,188755.0,48591819,HUVEC|chr4:48590800-48591819,48590800,1,chr4,48783277,HUVEC|chr4:48780576-48783277,48780576,48780575.0,48591820.0,chr4,HUVEC|chr4:48591820-48780575,4.0,0.0
"(131310.8, 218794.8]",chr4,183306.0,48597268,HUVEC|chr4:48595437-48597268,48595437,1,chr4,48783277,HUVEC|chr4:48780576-48783277,48780576,48780575.0,48597269.0,chr4,HUVEC|chr4:48597269-48780575,3.0,0.0
"(131310.8, 218794.8]",chr4,182809.0,48597765,HUVEC|chr4:48597537-48597765,48597537,1,chr4,48783277,HUVEC|chr4:48780576-48783277,48780576,48780575.0,48597766.0,chr4,HUVEC|chr4:48597766-48780575,2.0,0.0
"(131310.8, 218794.8]",chr4,182010.0,48598564,HUVEC|chr4:48598461-48598564,48598461,1,chr4,48783277,HUVEC|chr4:48780576-48783277,48780576,48780575.0,48598565.0,chr4,HUVEC|chr4:48598565-48780575,1.0,0.0
"(131310.8, 218794.8]",chr4,158624.0,102109133,HUVEC|chr4:102109008-102109133,102109008,1,chr4,102269882,HUVEC|chr4:102267759-102269882,102267759,102267758.0,102109134.0,chr4,HUVEC|chr4:102109134-102267758,3.0,0.0
"(131310.8, 218794.8]",chr4,154482.0,102113275,HUVEC|chr4:102112576-102113275,102112576,1,chr4,102269882,HUVEC|chr4:102267759-102269882,102267759,102267758.0,102113276.0,chr4,HUVEC|chr4:102113276-102267758,2.0,0.0
"(131310.8, 218794.8]",chr4,145531.0,102122226,HUVEC|chr4:102121175-102122226,102121175,1,chr4,102269882,HUVEC|chr4:102267759-102269882,102267759,102267758.0,102122227.0,chr4,HUVEC|chr4:102122227-102267758,1.0,0.0
"(305587.4, 495816.4]",chr4,392255.0,110344038,HUVEC|chr4:110343873-110344038,110343873,1,chr4,110737615,HUVEC|chr4:110736295-110737615,110736295,110736294.0,110344039.0,chr4,HUVEC|chr4:110344039-110736294,1.0,5.0
"(305587.4, 495816.4]",chr4,375208.0,114306000,HUVEC|chr4:114303904-114306000,114303904,1,chr4,114684657,HUVEC|chr4:114681210-114684657,114681210,114681209.0,114306001.0,chr4,HUVEC|chr4:114306001-114681209,2.0,0.0
"(305587.4, 495816.4]",chr4,362695.0,114318513,HUVEC|chr4:114318401-114318513,114318401,1,chr4,114684657,HUVEC|chr4:114681210-114684657,114681210,114681209.0,114318514.0,chr4,HUVEC|chr4:114318514-114681209,1.0,0.0
"(218794.8, 305587.4]",chr4,254997.0,129475600,HUVEC|chr4:129474400-129475600,129474400,1,chr4,129734159,HUVEC|chr4:129730599-129734159,129730599,129730598.0,129475601.0,chr4,HUVEC|chr4:129475601-129730598,4.0,0.0
"(218794.8, 305587.4]",chr4,254991.0,129475606,HUVEC|chr4:129475600-129475606,129475600,1,chr4,129734159,HUVEC|chr4:129730599-129734159,129730599,129730598.0,129475607.0,chr4,HUVEC|chr4:129475607-129730598,3.0,0.0
"(218794.8, 305587.4]",chr4,238634.0,129491963,HUVEC|chr4:129491643-129491963,129491643,1,chr4,129734159,HUVEC|chr4:129730599-129734159,129730599,129730598.0,129491964.0,chr4,HUVEC|chr4:129491964-129730598,2.0,0.0
"(218794.8, 305587.4]",chr4,235873.0,129494724,HUVEC|chr4:129492055-129494724,129492055,1,chr4,129734159,HUVEC|chr4:129730599-129734159,129730599,129730598.0,129494725.0,chr4,HUVEC|chr4:129494725-129730598,1.0,0.0
"[33835, 131310.8]",chr4,58002.0,141013196,HUVEC|chr4:141010547-141013196,141010547,1,chr4,141075774,HUVEC|chr4:141071200-141075774,141071200,141071199.0,141013197.0,chr4,HUVEC|chr4:141013197-141071199,4.0,0.0
"[33835, 131310.8]",chr4,56530.0,141014668,HUVEC|chr4:141013308-141014668,141013308,1,chr4,141075774,HUVEC|chr4:141071200-141075774,141071200,141071199.0,141014669.0,chr4,HUVEC|chr4:141014669-141071199,3.0,0.0
"[33835, 131310.8]",chr4,54598.0,141016600,HUVEC|chr4:141014827-141016600,141014827,1,chr4,141075774,HUVEC|chr4:141071200-141075774,141071200,141071199.0,141016601.0,chr4,HUVEC|chr4:141016601-141071199,2.0,0.0
"[33835, 131310.8]",chr4,48549.0,141022649,HUVEC|chr4:141017800-141022649,141017800,1,chr4,141075774,HUVEC|chr4:141071200-141075774,141071200,141071199.0,141022650.0,chr4,HUVEC|chr4:141022650-141071199,1.0,0.0
"(305587.4, 495816.4]",chr4,469296.0,145096154,HUVEC|chr4:145095817-145096154,145095817,1,chr4,145572228,HUVEC|chr4:145565452-145572228,145565452,145565451.0,145096155.0,chr4,HUVEC|chr4:145096155-145565451,1.0,0.0
"(131310.8, 218794.8]",chr4,131623.0,170059375,HUVEC|chr4:170058125-170059375,170058125,1,chr4,170192879,HUVEC|chr4:170191000-170192879,170191000,170190999.0,170059376.0,chr4,HUVEC|chr4:170059376-170190999,4.0,0.0
"(131310.8, 218794.8]",chr4,131413.0,170059585,HUVEC|chr4:170059470-170059585,170059470,1,chr4,170192879,HUVEC|chr4:170191000-170192879,170191000,170190999.0,170059586.0,chr4,HUVEC|chr4:170059586-170190999,3.0,0.0
"[33835, 131310.8]",chr4,121910.0,170069088,HUVEC|chr4:170067807-170069088,170067807,1,chr4,170192879,HUVEC|chr4:170191000-170192879,170191000,170190999.0,170069089.0,chr4,HUVEC|chr4:170069089-170190999,2.0,0.0
"[33835, 131310.8]",chr4,119595.0,170071403,HUVEC|chr4:170069180-170071403,170069180,1,chr4,170192879,HUVEC|chr4:170191000-170192879,170191000,170190999.0,170071404.0,chr4,HUVEC|chr4:170071404-170190999,1.0,0.0
"[33835, 131310.8]",chr4,103265.0,185960985,HUVEC|chr4:185960800-185960985,185960800,1,chr4,186064664,HUVEC|chr4:186064252-186064664,186064252,186064251.0,185960986.0,chr4,HUVEC|chr4:185960986-186064251,2.0,0.0
"[33835, 131310.8]",chr4,102766.0,185961484,HUVEC|chr4:185961253-185961484,185961253,1,chr4,186064664,HUVEC|chr4:186064252-186064664,186064252,186064251.0,185961485.0,chr4,HUVEC|chr4:185961485-186064251,1.0,0.0
"(305587.4, 495816.4]",chr5,426540.0,34488328,HUVEC|chr5:34486430-34488328,34486430,1,chr5,34916668,HUVEC|chr5:34914870-34916668,34914870,34914869.0,34488329.0,chr5,HUVEC|chr5:34488329-34914869,1.0,1.0
"(495816.4, 1672258]",chr5,642719.0,53812800,HUVEC|chr5:53812607-53812800,53812607,1,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,54455520.0,53812801.0,chr5,HUVEC|chr5:53812801-54455520,9.0,1.0
"(495816.4, 1672258]",chr5,642172.0,53813347,HUVEC|chr5:53812800-53813347,53812800,1,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,54455520.0,53813348.0,chr5,HUVEC|chr5:53813348-54455520,8.0,1.0
"(495816.4, 1672258]",chr5,635136.0,53820383,HUVEC|chr5:53819958-53820383,53819958,1,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,54455520.0,53820384.0,chr5,HUVEC|chr5:53820384-54455520,5.0,0.0
"(495816.4, 1672258]",chr5,634535.0,53820984,HUVEC|chr5:53820544-53820984,53820544,1,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,54455520.0,53820985.0,chr5,HUVEC|chr5:53820985-54455520,4.0,0.0
"(131310.8, 218794.8]",chr5,172151.0,54283368,HUVEC|chr5:54282400-54283368,54282400,1,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,54455520.0,54283369.0,chr5,HUVEC|chr5:54283369-54455520,3.0,0.0
"(131310.8, 218794.8]",chr5,167616.0,54287903,HUVEC|chr5:54285744-54287903,54285744,1,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,54455520.0,54287904.0,chr5,HUVEC|chr5:54287904-54455520,2.0,0.0
"(131310.8, 218794.8]",chr5,165519.0,54290000,HUVEC|chr5:54288938-54290000,54288938,1,chr5,54457212,HUVEC|chr5:54455521-54457212,54455521,54455520.0,54290001.0,chr5,HUVEC|chr5:54290001-54455520,1.0,0.0
"(495816.4, 1672258]",chr5,969849.0,56782957,HUVEC|chr5:56782621-56782957,56782621,1,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,57752807.0,56782958.0,chr5,HUVEC|chr5:56782958-57752807,8.0,0.0
"(495816.4, 1672258]",chr5,967606.0,56785200,HUVEC|chr5:56783687-56785200,56783687,1,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,57752807.0,56785201.0,chr5,HUVEC|chr5:56785201-57752807,7.0,0.0
"(495816.4, 1672258]",chr5,965245.0,56787561,HUVEC|chr5:56787468-56787561,56787468,1,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,57752807.0,56787562.0,chr5,HUVEC|chr5:56787562-57752807,6.0,0.0
"(495816.4, 1672258]",chr5,963262.0,56789544,HUVEC|chr5:56788726-56789544,56788726,1,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,57752807.0,56789545.0,chr5,HUVEC|chr5:56789545-57752807,5.0,0.0
"(495816.4, 1672258]",chr5,960899.0,56791907,HUVEC|chr5:56789785-56791907,56789785,1,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,57752807.0,56791908.0,chr5,HUVEC|chr5:56791908-57752807,4.0,0.0
"(495816.4, 1672258]",chr5,957342.0,56795464,HUVEC|chr5:56794737-56795464,56794737,1,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,57752807.0,56795465.0,chr5,HUVEC|chr5:56795465-57752807,3.0,0.0
"(495816.4, 1672258]",chr5,953406.0,56799400,HUVEC|chr5:56799361-56799400,56799361,1,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,57752807.0,56799401.0,chr5,HUVEC|chr5:56799401-57752807,2.0,0.0
"(495816.4, 1672258]",chr5,676133.0,57076673,HUVEC|chr5:57073860-57076673,57073860,1,chr5,57757000,HUVEC|chr5:57752808-57757000,57752808,57752807.0,57076674.0,chr5,HUVEC|chr5:57076674-57752807,1.0,0.0
"(495816.4, 1672258]",chr5,660724.0,64114574,HUVEC|chr5:64114420-64114574,64114420,1,chr5,64779600,HUVEC|chr5:64775300-64779600,64775300,64775299.0,64114575.0,chr5,HUVEC|chr5:64114575-64775299,1.0,0.0
"(305587.4, 495816.4]",chr5,459257.0,71652090,HUVEC|chr5:71651740-71652090,71651740,1,chr5,72114396,HUVEC|chr5:72111349-72114396,72111349,72111348.0,71652091.0,chr5,HUVEC|chr5:71652091-72111348,4.0,0.0
"(305587.4, 495816.4]",chr5,451714.0,71659633,HUVEC|chr5:71658799-71659633,71658799,1,chr5,72114396,HUVEC|chr5:72111349-72114396,72111349,72111348.0,71659634.0,chr5,HUVEC|chr5:71659634-72111348,3.0,0.0
"(305587.4, 495816.4]",chr5,448619.0,71662728,HUVEC|chr5:71662131-71662728,71662131,1,chr5,72114396,HUVEC|chr5:72111349-72114396,72111349,72111348.0,71662729.0,chr5,HUVEC|chr5:71662729-72111348,2.0,0.0
"(305587.4, 495816.4]",chr5,436107.0,71675240,HUVEC|chr5:71674221-71675240,71674221,1,chr5,72114396,HUVEC|chr5:72111349-72114396,72111349,72111348.0,71675241.0,chr5,HUVEC|chr5:71675241-72111348,1.0,0.0
"(218794.8, 305587.4]",chr5,243783.0,80802696,HUVEC|chr5:80802381-80802696,80802381,1,chr5,81047951,HUVEC|chr5:81046481-81047951,81046481,81046480.0,80802697.0,chr5,HUVEC|chr5:80802697-81046480,1.0,0.0
"(218794.8, 305587.4]",chr5,264274.0,90410908,HUVEC|chr5:90410279-90410908,90410279,1,chr5,90680861,HUVEC|chr5:90675184-90680861,90675184,90675183.0,90410909.0,chr5,HUVEC|chr5:90410909-90675183,1.0,0.0
"(218794.8, 305587.4]",chr5,231972.0,92686079,HUVEC|chr5:92685292-92686079,92685292,1,chr5,92920358,HUVEC|chr5:92918053-92920358,92918053,92918052.0,92686080.0,chr5,HUVEC|chr5:92686080-92918052,3.0,0.0
"(218794.8, 305587.4]",chr5,234773.0,92686079,HUVEC|chr5:92685292-92686079,92685292,1,chr5,92921830,HUVEC|chr5:92920854-92921830,92920854,92920853.0,92686080.0,chr5,HUVEC|chr5:92686080-92920853,6.0,1.0
"(218794.8, 305587.4]",chr5,225824.0,92692227,HUVEC|chr5:92691190-92692227,92691190,1,chr5,92920358,HUVEC|chr5:92918053-92920358,92918053,92918052.0,92692228.0,chr5,HUVEC|chr5:92692228-92918052,2.0,0.0
"(218794.8, 305587.4]",chr5,228625.0,92692227,HUVEC|chr5:92691190-92692227,92691190,1,chr5,92921830,HUVEC|chr5:92920854-92921830,92920854,92920853.0,92692228.0,chr5,HUVEC|chr5:92692228-92920853,4.0,1.0
"(218794.8, 305587.4]",chr5,221233.0,92696818,HUVEC|chr5:92693516-92696818,92693516,1,chr5,92920358,HUVEC|chr5:92918053-92920358,92918053,92918052.0,92696819.0,chr5,HUVEC|chr5:92696819-92918052,1.0,0.0
"(218794.8, 305587.4]",chr5,224034.0,92696818,HUVEC|chr5:92693516-92696818,92693516,1,chr5,92921830,HUVEC|chr5:92920854-92921830,92920854,92920853.0,92696819.0,chr5,HUVEC|chr5:92696819-92920853,2.0,1.0
"(495816.4, 1672258]",chr5,507065.0,112342150,HUVEC|chr5:112342000-112342150,112342000,1,chr5,112850377,HUVEC|chr5:112849217-112850377,112849217,112849216.0,112342151.0,chr5,HUVEC|chr5:112342151-112849216,1.0,0.0
"[33835, 131310.8]",chr5,122848.0,139601715,HUVEC|chr5:139601314-139601715,139601314,1,chr5,139726540,HUVEC|chr5:139724565-139726540,139724565,139724564.0,139601716.0,chr5,HUVEC|chr5:139601716-139724564,3.0,1.0
"[33835, 131310.8]",chr5,102839.0,139621724,HUVEC|chr5:139621200-139621724,139621200,1,chr5,139726540,HUVEC|chr5:139724565-139726540,139724565,139724564.0,139621725.0,chr5,HUVEC|chr5:139621725-139724564,2.0,1.0
"[33835, 131310.8]",chr5,96868.0,139627695,HUVEC|chr5:139624219-139627695,139624219,1,chr5,139726540,HUVEC|chr5:139724565-139726540,139724565,139724564.0,139627696.0,chr5,HUVEC|chr5:139627696-139724564,1.0,1.0
"(218794.8, 305587.4]",chr5,288862.0,139737749,HUVEC|chr5:139737450-139737749,139737450,1,chr5,140027965,HUVEC|chr5:140026613-140027965,140026613,140026612.0,139737750.0,chr5,HUVEC|chr5:139737750-140026612,2.0,4.0
"(305587.4, 495816.4]",chr5,306108.0,139737749,HUVEC|chr5:139737450-139737749,139737450,1,chr5,140045097,HUVEC|chr5:140043859-140045097,140043859,140043858.0,139737750.0,chr5,HUVEC|chr5:139737750-140043858,4.0,5.0
"(218794.8, 305587.4]",chr5,283411.0,139743200,HUVEC|chr5:139742997-139743200,139742997,1,chr5,140027965,HUVEC|chr5:140026613-140027965,140026613,140026612.0,139743201.0,chr5,HUVEC|chr5:139743201-140026612,1.0,4.0
"(218794.8, 305587.4]",chr5,300657.0,139743200,HUVEC|chr5:139742997-139743200,139742997,1,chr5,140045097,HUVEC|chr5:140043859-140045097,140043859,140043858.0,139743201.0,chr5,HUVEC|chr5:139743201-140043858,2.0,5.0
"(218794.8, 305587.4]",chr5,266045.0,141071322,HUVEC|chr5:141071123-141071322,141071123,1,chr5,141338600,HUVEC|chr5:141337369-141338600,141337369,141337368.0,141071323.0,chr5,HUVEC|chr5:141071323-141337368,4.0,1.0
"(218794.8, 305587.4]",chr5,265767.0,141071600,HUVEC|chr5:141071520-141071600,141071520,1,chr5,141338600,HUVEC|chr5:141337369-141338600,141337369,141337368.0,141071601.0,chr5,HUVEC|chr5:141071601-141337368,3.0,1.0
"(218794.8, 305587.4]",chr5,265733.0,141071634,HUVEC|chr5:141071600-141071634,141071600,1,chr5,141338600,HUVEC|chr5:141337369-141338600,141337369,141337368.0,141071635.0,chr5,HUVEC|chr5:141071635-141337368,2.0,1.0
"(218794.8, 305587.4]",chr5,265167.0,141072200,HUVEC|chr5:141071910-141072200,141071910,1,chr5,141338600,HUVEC|chr5:141337369-141338600,141337369,141337368.0,141072201.0,chr5,HUVEC|chr5:141072201-141337368,1.0,1.0
"(495816.4, 1672258]",chr5,1166144.0,142383166,HUVEC|chr5:142381198-142383166,142381198,1,chr5,143550597,HUVEC|chr5:143549312-143550597,143549312,143549311.0,142383167.0,chr5,HUVEC|chr5:142383167-143549311,2.0,0.0
"(495816.4, 1672258]",chr5,1160528.0,142388782,HUVEC|chr5:142388628-142388782,142388628,1,chr5,143550597,HUVEC|chr5:143549312-143550597,143549312,143549311.0,142388783.0,chr5,HUVEC|chr5:142388783-143549311,1.0,0.0
