label,enhancer_distance_to_promoter,enhancer_chrom,enhancer_start,enhancer_end,enhancer_name,promoter_chrom,promoter_start,promoter_end,promoter_name
1,119012.0,chr1,3420459,3421842,HUVEC|chr1:3420459-3421842,chr1,3540856,3541719,HUVEC|chr1:3540856-3541719
1,55036.0,chr22,50709200,50710224,HUVEC|chr22:50709200-50710224,chr22,50765262,50766105,HUVEC|chr22:50765262-50766105
1,267948.0,chr3,4749670,4750650,HUVEC|chr3:4749670-4750650,chr3,5018600,5022817,HUVEC|chr3:5018600-5022817
1,771301.0,chr3,50649800,50650200,HUVEC|chr3:50649800-50650200,chr3,51421503,51423921,HUVEC|chr3:51421503-51423921
1,778182.0,chr3,50649800,50650200,HUVEC|chr3:50649800-50650200,chr3,51428384,51429597,HUVEC|chr3:51428384-51429597
1,767112.0,chr3,50653682,50654389,HUVEC|chr3:50653682-50654389,chr3,51421503,51423921,HUVEC|chr3:51421503-51423921
1,773993.0,chr3,50653682,50654389,HUVEC|chr3:50653682-50654389,chr3,51428384,51429597,HUVEC|chr3:51428384-51429597
1,766101.0,chr3,50654930,50655400,HUVEC|chr3:50654930-50655400,chr3,51421503,51423921,HUVEC|chr3:51421503-51423921
1,772982.0,chr3,50654930,50655400,HUVEC|chr3:50654930-50655400,chr3,51428384,51429597,HUVEC|chr3:51428384-51429597
1,167400.0,chr3,58309864,58310405,HUVEC|chr3:58309864-58310405,chr3,58477807,58478526,HUVEC|chr3:58477807-58478526
1,166007.0,chr3,58310780,58311798,HUVEC|chr3:58310780-58311798,chr3,58477807,58478526,HUVEC|chr3:58477807-58478526
1,157868.0,chr3,58319000,58319937,HUVEC|chr3:58319000-58319937,chr3,58477807,58478526,HUVEC|chr3:58477807-58478526
1,215611.0,chr3,58819301,58819825,HUVEC|chr3:58819301-58819825,chr3,59035438,59036099,HUVEC|chr3:59035438-59036099
1,416857.0,chr3,99561980,99562141,HUVEC|chr3:99561980-99562141,chr3,99979000,99980536,HUVEC|chr3:99979000-99980536
1,416345.0,chr3,99562561,99562653,HUVEC|chr3:99562561-99562653,chr3,99979000,99980536,HUVEC|chr3:99979000-99980536
1,736039.0,chr3,104347341,104348159,HUVEC|chr3:104347341-104348159,chr3,105084200,105088856,HUVEC|chr3:105084200-105088856
1,735720.0,chr3,104348264,104348478,HUVEC|chr3:104348264-104348478,chr3,105084200,105088856,HUVEC|chr3:105084200-105088856
1,260598.0,chr3,111436583,111436839,HUVEC|chr3:111436583-111436839,chr3,111697439,111698551,HUVEC|chr3:111697439-111698551
1,295681.0,chr3,122103400,122103600,HUVEC|chr3:122103400-122103600,chr3,122399283,122400003,HUVEC|chr3:122399283-122400003
1,405125.0,chr3,142314460,142314600,HUVEC|chr3:142314460-142314600,chr3,142719727,142721556,HUVEC|chr3:142719727-142721556
1,403925.0,chr3,142315449,142315800,HUVEC|chr3:142315449-142315800,chr3,142719727,142721556,HUVEC|chr3:142719727-142721556
1,352989.0,chr3,145907689,145908305,HUVEC|chr3:145907689-145908305,chr3,146261296,146262859,HUVEC|chr3:146261296-146262859
1,346894.0,chr3,145912343,145914400,HUVEC|chr3:145912343-145914400,chr3,146261296,146262859,HUVEC|chr3:146261296-146262859
1,346466.0,chr3,145914800,145914828,HUVEC|chr3:145914800-145914828,chr3,146261296,146262859,HUVEC|chr3:146261296-146262859
1,346050.0,chr3,145914969,145915244,HUVEC|chr3:145914969-145915244,chr3,146261296,146262859,HUVEC|chr3:146261296-146262859
1,115935.0,chr3,152760632,152761979,HUVEC|chr3:152760632-152761979,chr3,152877916,152882218,HUVEC|chr3:152877916-152882218
1,107307.0,chr3,152768739,152770607,HUVEC|chr3:152768739-152770607,chr3,152877916,152882218,HUVEC|chr3:152877916-152882218
1,137781.0,chr3,156252773,156253945,HUVEC|chr3:156252773-156253945,chr3,156391728,156394182,HUVEC|chr3:156391728-156394182
1,129060.0,chr3,156260200,156262666,HUVEC|chr3:156260200-156262666,chr3,156391728,156394182,HUVEC|chr3:156391728-156394182
1,125972.0,chr3,156407398,156407927,HUVEC|chr3:156407398-156407927,chr3,156533901,156535571,HUVEC|chr3:156533901-156535571
1,121899.0,chr3,156408043,156412000,HUVEC|chr3:156408043-156412000,chr3,156533901,156535571,HUVEC|chr3:156533901-156535571
1,511311.0,chr3,168867600,168869508,HUVEC|chr3:168867600-168869508,chr3,169380821,169382235,HUVEC|chr3:169380821-169382235
1,267184.0,chr3,170908371,170909267,HUVEC|chr3:170908371-170909267,chr3,171176453,171179334,HUVEC|chr3:171176453-171179334
1,263915.0,chr3,170909705,170912536,HUVEC|chr3:170909705-170912536,chr3,171176453,171179334,HUVEC|chr3:171176453-171179334
1,257528.0,chr3,170917374,170918923,HUVEC|chr3:170917374-170918923,chr3,171176453,171179334,HUVEC|chr3:171176453-171179334
1,252389.0,chr3,170921474,170924062,HUVEC|chr3:170921474-170924062,chr3,171176453,171179334,HUVEC|chr3:171176453-171179334
1,251808.0,chr3,170924170,170924643,HUVEC|chr3:170924170-170924643,chr3,171176453,171179334,HUVEC|chr3:171176453-171179334
1,249618.0,chr3,194053878,194054580,HUVEC|chr3:194053878-194054580,chr3,194304200,194305600,HUVEC|chr3:194304200-194305600
1,249248.0,chr3,194054839,194054950,HUVEC|chr3:194054839-194054950,chr3,194304200,194305600,HUVEC|chr3:194304200-194305600
1,170919.0,chr4,2765475,2765600,HUVEC|chr4:2765475-2765600,chr4,2936521,2937264,HUVEC|chr4:2936521-2937264
1,505435.0,chr4,24471445,24475400,HUVEC|chr4:24471445-24475400,chr4,24980837,24982000,HUVEC|chr4:24980837-24982000
1,239232.0,chr4,40978733,40978800,HUVEC|chr4:40978733-40978800,chr4,41218034,41219435,HUVEC|chr4:41218034-41219435
1,239094.0,chr4,40978800,40978938,HUVEC|chr4:40978800-40978938,chr4,41218034,41219435,HUVEC|chr4:41218034-41219435
1,221909.0,chr4,40991971,40996123,HUVEC|chr4:40991971-40996123,chr4,41218034,41219435,HUVEC|chr4:41218034-41219435
1,220736.0,chr4,40996215,40997296,HUVEC|chr4:40996215-40997296,chr4,41218034,41219435,HUVEC|chr4:41218034-41219435
1,188755.0,chr4,48590800,48591819,HUVEC|chr4:48590800-48591819,chr4,48780576,48783277,HUVEC|chr4:48780576-48783277
1,183306.0,chr4,48595437,48597268,HUVEC|chr4:48595437-48597268,chr4,48780576,48783277,HUVEC|chr4:48780576-48783277
1,182809.0,chr4,48597537,48597765,HUVEC|chr4:48597537-48597765,chr4,48780576,48783277,HUVEC|chr4:48780576-48783277
1,182010.0,chr4,48598461,48598564,HUVEC|chr4:48598461-48598564,chr4,48780576,48783277,HUVEC|chr4:48780576-48783277
1,158624.0,chr4,102109008,102109133,HUVEC|chr4:102109008-102109133,chr4,102267759,102269882,HUVEC|chr4:102267759-102269882
1,154482.0,chr4,102112576,102113275,HUVEC|chr4:102112576-102113275,chr4,102267759,102269882,HUVEC|chr4:102267759-102269882
1,145531.0,chr4,102121175,102122226,HUVEC|chr4:102121175-102122226,chr4,102267759,102269882,HUVEC|chr4:102267759-102269882
1,392255.0,chr4,110343873,110344038,HUVEC|chr4:110343873-110344038,chr4,110736295,110737615,HUVEC|chr4:110736295-110737615
1,375208.0,chr4,114303904,114306000,HUVEC|chr4:114303904-114306000,chr4,114681210,114684657,HUVEC|chr4:114681210-114684657
1,362695.0,chr4,114318401,114318513,HUVEC|chr4:114318401-114318513,chr4,114681210,114684657,HUVEC|chr4:114681210-114684657
1,254997.0,chr4,129474400,129475600,HUVEC|chr4:129474400-129475600,chr4,129730599,129734159,HUVEC|chr4:129730599-129734159
1,254991.0,chr4,129475600,129475606,HUVEC|chr4:129475600-129475606,chr4,129730599,129734159,HUVEC|chr4:129730599-129734159
1,238634.0,chr4,129491643,129491963,HUVEC|chr4:129491643-129491963,chr4,129730599,129734159,HUVEC|chr4:129730599-129734159
1,235873.0,chr4,129492055,129494724,HUVEC|chr4:129492055-129494724,chr4,129730599,129734159,HUVEC|chr4:129730599-129734159
1,58002.0,chr4,141010547,141013196,HUVEC|chr4:141010547-141013196,chr4,141071200,141075774,HUVEC|chr4:141071200-141075774
1,56530.0,chr4,141013308,141014668,HUVEC|chr4:141013308-141014668,chr4,141071200,141075774,HUVEC|chr4:141071200-141075774
1,54598.0,chr4,141014827,141016600,HUVEC|chr4:141014827-141016600,chr4,141071200,141075774,HUVEC|chr4:141071200-141075774
1,48549.0,chr4,141017800,141022649,HUVEC|chr4:141017800-141022649,chr4,141071200,141075774,HUVEC|chr4:141071200-141075774
1,469296.0,chr4,145095817,145096154,HUVEC|chr4:145095817-145096154,chr4,145565452,145572228,HUVEC|chr4:145565452-145572228
1,131623.0,chr4,170058125,170059375,HUVEC|chr4:170058125-170059375,chr4,170191000,170192879,HUVEC|chr4:170191000-170192879
1,131413.0,chr4,170059470,170059585,HUVEC|chr4:170059470-170059585,chr4,170191000,170192879,HUVEC|chr4:170191000-170192879
1,121910.0,chr4,170067807,170069088,HUVEC|chr4:170067807-170069088,chr4,170191000,170192879,HUVEC|chr4:170191000-170192879
1,119595.0,chr4,170069180,170071403,HUVEC|chr4:170069180-170071403,chr4,170191000,170192879,HUVEC|chr4:170191000-170192879
1,103265.0,chr4,185960800,185960985,HUVEC|chr4:185960800-185960985,chr4,186064252,186064664,HUVEC|chr4:186064252-186064664
1,102766.0,chr4,185961253,185961484,HUVEC|chr4:185961253-185961484,chr4,186064252,186064664,HUVEC|chr4:186064252-186064664
1,426540.0,chr5,34486430,34488328,HUVEC|chr5:34486430-34488328,chr5,34914870,34916668,HUVEC|chr5:34914870-34916668
1,642719.0,chr5,53812607,53812800,HUVEC|chr5:53812607-53812800,chr5,54455521,54457212,HUVEC|chr5:54455521-54457212
1,642172.0,chr5,53812800,53813347,HUVEC|chr5:53812800-53813347,chr5,54455521,54457212,HUVEC|chr5:54455521-54457212
1,635136.0,chr5,53819958,53820383,HUVEC|chr5:53819958-53820383,chr5,54455521,54457212,HUVEC|chr5:54455521-54457212
1,634535.0,chr5,53820544,53820984,HUVEC|chr5:53820544-53820984,chr5,54455521,54457212,HUVEC|chr5:54455521-54457212
1,172151.0,chr5,54282400,54283368,HUVEC|chr5:54282400-54283368,chr5,54455521,54457212,HUVEC|chr5:54455521-54457212
1,167616.0,chr5,54285744,54287903,HUVEC|chr5:54285744-54287903,chr5,54455521,54457212,HUVEC|chr5:54455521-54457212
1,165519.0,chr5,54288938,54290000,HUVEC|chr5:54288938-54290000,chr5,54455521,54457212,HUVEC|chr5:54455521-54457212
1,969849.0,chr5,56782621,56782957,HUVEC|chr5:56782621-56782957,chr5,57752808,57757000,HUVEC|chr5:57752808-57757000
1,967606.0,chr5,56783687,56785200,HUVEC|chr5:56783687-56785200,chr5,57752808,57757000,HUVEC|chr5:57752808-57757000
1,965245.0,chr5,56787468,56787561,HUVEC|chr5:56787468-56787561,chr5,57752808,57757000,HUVEC|chr5:57752808-57757000
1,963262.0,chr5,56788726,56789544,HUVEC|chr5:56788726-56789544,chr5,57752808,57757000,HUVEC|chr5:57752808-57757000
1,960899.0,chr5,56789785,56791907,HUVEC|chr5:56789785-56791907,chr5,57752808,57757000,HUVEC|chr5:57752808-57757000
1,957342.0,chr5,56794737,56795464,HUVEC|chr5:56794737-56795464,chr5,57752808,57757000,HUVEC|chr5:57752808-57757000
1,953406.0,chr5,56799361,56799400,HUVEC|chr5:56799361-56799400,chr5,57752808,57757000,HUVEC|chr5:57752808-57757000
1,676133.0,chr5,57073860,57076673,HUVEC|chr5:57073860-57076673,chr5,57752808,57757000,HUVEC|chr5:57752808-57757000
1,660724.0,chr5,64114420,64114574,HUVEC|chr5:64114420-64114574,chr5,64775300,64779600,HUVEC|chr5:64775300-64779600
1,459257.0,chr5,71651740,71652090,HUVEC|chr5:71651740-71652090,chr5,72111349,72114396,HUVEC|chr5:72111349-72114396
1,451714.0,chr5,71658799,71659633,HUVEC|chr5:71658799-71659633,chr5,72111349,72114396,HUVEC|chr5:72111349-72114396
1,448619.0,chr5,71662131,71662728,HUVEC|chr5:71662131-71662728,chr5,72111349,72114396,HUVEC|chr5:72111349-72114396
1,436107.0,chr5,71674221,71675240,HUVEC|chr5:71674221-71675240,chr5,72111349,72114396,HUVEC|chr5:72111349-72114396
1,243783.0,chr5,80802381,80802696,HUVEC|chr5:80802381-80802696,chr5,81046481,81047951,HUVEC|chr5:81046481-81047951
1,264274.0,chr5,90410279,90410908,HUVEC|chr5:90410279-90410908,chr5,90675184,90680861,HUVEC|chr5:90675184-90680861
1,231972.0,chr5,92685292,92686079,HUVEC|chr5:92685292-92686079,chr5,92918053,92920358,HUVEC|chr5:92918053-92920358
1,234773.0,chr5,92685292,92686079,HUVEC|chr5:92685292-92686079,chr5,92920854,92921830,HUVEC|chr5:92920854-92921830
1,225824.0,chr5,92691190,92692227,HUVEC|chr5:92691190-92692227,chr5,92918053,92920358,HUVEC|chr5:92918053-92920358
1,228625.0,chr5,92691190,92692227,HUVEC|chr5:92691190-92692227,chr5,92920854,92921830,HUVEC|chr5:92920854-92921830
1,221233.0,chr5,92693516,92696818,HUVEC|chr5:92693516-92696818,chr5,92918053,92920358,HUVEC|chr5:92918053-92920358
1,224034.0,chr5,92693516,92696818,HUVEC|chr5:92693516-92696818,chr5,92920854,92921830,HUVEC|chr5:92920854-92921830
1,507065.0,chr5,112342000,112342150,HUVEC|chr5:112342000-112342150,chr5,112849217,112850377,HUVEC|chr5:112849217-112850377
1,122848.0,chr5,139601314,139601715,HUVEC|chr5:139601314-139601715,chr5,139724565,139726540,HUVEC|chr5:139724565-139726540
1,102839.0,chr5,139621200,139621724,HUVEC|chr5:139621200-139621724,chr5,139724565,139726540,HUVEC|chr5:139724565-139726540
1,96868.0,chr5,139624219,139627695,HUVEC|chr5:139624219-139627695,chr5,139724565,139726540,HUVEC|chr5:139724565-139726540
1,288862.0,chr5,139737450,139737749,HUVEC|chr5:139737450-139737749,chr5,140026613,140027965,HUVEC|chr5:140026613-140027965
1,306108.0,chr5,139737450,139737749,HUVEC|chr5:139737450-139737749,chr5,140043859,140045097,HUVEC|chr5:140043859-140045097
1,283411.0,chr5,139742997,139743200,HUVEC|chr5:139742997-139743200,chr5,140026613,140027965,HUVEC|chr5:140026613-140027965
1,300657.0,chr5,139742997,139743200,HUVEC|chr5:139742997-139743200,chr5,140043859,140045097,HUVEC|chr5:140043859-140045097
1,266045.0,chr5,141071123,141071322,HUVEC|chr5:141071123-141071322,chr5,141337369,141338600,HUVEC|chr5:141337369-141338600
1,265767.0,chr5,141071520,141071600,HUVEC|chr5:141071520-141071600,chr5,141337369,141338600,HUVEC|chr5:141337369-141338600
1,265733.0,chr5,141071600,141071634,HUVEC|chr5:141071600-141071634,chr5,141337369,141338600,HUVEC|chr5:141337369-141338600
1,265167.0,chr5,141071910,141072200,HUVEC|chr5:141071910-141072200,chr5,141337369,141338600,HUVEC|chr5:141337369-141338600
1,1166144.0,chr5,142381198,142383166,HUVEC|chr5:142381198-142383166,chr5,143549312,143550597,HUVEC|chr5:143549312-143550597
1,1160528.0,chr5,142388628,142388782,HUVEC|chr5:142388628-142388782,chr5,143549312,143550597,HUVEC|chr5:143549312-143550597
1,83570.0,chr5,171529800,171530599,HUVEC|chr5:171529800-171530599,chr5,171614171,171615872,HUVEC|chr5:171614171-171615872
1,613554.0,chr5,172140263,172140560,HUVEC|chr5:172140263-172140560,chr5,172754116,172756590,HUVEC|chr5:172754116-172756590
1,611139.0,chr5,172141336,172142975,HUVEC|chr5:172141336-172142975,chr5,172754116,172756590,HUVEC|chr5:172754116-172756590
1,609676.0,chr5,172144034,172144438,HUVEC|chr5:172144034-172144438,chr5,172754116,172756590,HUVEC|chr5:172754116-172756590
1,605245.0,chr5,172148725,172148869,HUVEC|chr5:172148725-172148869,chr5,172754116,172756590,HUVEC|chr5:172754116-172756590
1,604585.0,chr5,172149000,172149529,HUVEC|chr5:172149000-172149529,chr5,172754116,172756590,HUVEC|chr5:172754116-172756590
1,160831.0,chr5,172410263,172410400,HUVEC|chr5:172410263-172410400,chr5,172571233,172572284,HUVEC|chr5:172571233-172572284
1,682415.0,chr6,11605265,11606600,HUVEC|chr6:11605265-11606600,chr6,12289017,12297166,HUVEC|chr6:12289017-12297166
1,677400.0,chr6,11608200,11611615,HUVEC|chr6:11608200-11611615,chr6,12289017,12297166,HUVEC|chr6:12289017-12297166
1,427590.0,chr6,16332037,16332200,HUVEC|chr6:16332037-16332200,chr6,16759792,16763559,HUVEC|chr6:16759792-16763559
1,426990.0,chr6,16332200,16332800,HUVEC|chr6:16332200-16332800,chr6,16759792,16763559,HUVEC|chr6:16759792-16763559
1,426982.0,chr6,16332800,16332808,HUVEC|chr6:16332800-16332808,chr6,16759792,16763559,HUVEC|chr6:16759792-16763559
1,419844.0,chr6,16337214,16339946,HUVEC|chr6:16337214-16339946,chr6,16759792,16763559,HUVEC|chr6:16759792-16763559
1,235277.0,chr6,16524200,16524513,HUVEC|chr6:16524200-16524513,chr6,16759792,16763559,HUVEC|chr6:16759792-16763559
1,290251.0,chr6,17830600,17832382,HUVEC|chr6:17830600-17832382,chr6,18122635,18123089,HUVEC|chr6:18122635-18123089
1,283992.0,chr6,17838200,17838641,HUVEC|chr6:17838200-17838641,chr6,18122635,18123089,HUVEC|chr6:18122635-18123089
1,283565.0,chr6,17838969,17839068,HUVEC|chr6:17838969-17839068,chr6,18122635,18123089,HUVEC|chr6:18122635-18123089
1,275233.0,chr6,17846806,17847400,HUVEC|chr6:17846806-17847400,chr6,18122635,18123089,HUVEC|chr6:18122635-18123089
1,273805.0,chr6,17848600,17848828,HUVEC|chr6:17848600-17848828,chr6,18122635,18123089,HUVEC|chr6:18122635-18123089
1,98207.0,chr6,26057000,26057673,HUVEC|chr6:26057000-26057673,chr6,26155882,26159810,HUVEC|chr6:26155882-26159810
1,89307.0,chr6,26066475,26066573,HUVEC|chr6:26066475-26066573,chr6,26155882,26159810,HUVEC|chr6:26155882-26159810
1,206807.0,chr6,26330400,26330545,HUVEC|chr6:26330400-26330545,chr6,26537354,26539207,HUVEC|chr6:26537354-26539207
1,206552.0,chr6,26330637,26330800,HUVEC|chr6:26330637-26330800,chr6,26537354,26539207,HUVEC|chr6:26537354-26539207
1,204352.0,chr6,26331800,26333000,HUVEC|chr6:26331800-26333000,chr6,26537354,26539207,HUVEC|chr6:26537354-26539207
1,200352.0,chr6,26336947,26337000,HUVEC|chr6:26336947-26337000,chr6,26537354,26539207,HUVEC|chr6:26537354-26539207
1,200281.0,chr6,26337000,26337071,HUVEC|chr6:26337000-26337071,chr6,26537354,26539207,HUVEC|chr6:26537354-26539207
1,649042.0,chr6,27125000,27125871,HUVEC|chr6:27125000-27125871,chr6,27774915,27776816,HUVEC|chr6:27774915-27776816
1,630113.0,chr6,27144400,27144800,HUVEC|chr6:27144400-27144800,chr6,27774915,27776816,HUVEC|chr6:27774915-27776816
1,627913.0,chr6,27146400,27147000,HUVEC|chr6:27146400-27147000,chr6,27774915,27776816,HUVEC|chr6:27774915-27776816
1,152513.0,chr6,31171027,31172222,HUVEC|chr6:31171027-31172222,chr6,31324737,31325117,HUVEC|chr6:31324737-31325117
1,228997.0,chr6,32986600,32987200,HUVEC|chr6:32986600-32987200,chr6,33216199,33218000,HUVEC|chr6:33216199-33218000
1,154549.0,chr6,35265192,35265386,HUVEC|chr6:35265192-35265386,chr6,35419937,35420445,HUVEC|chr6:35419937-35420445
1,153843.0,chr6,35265600,35266092,HUVEC|chr6:35265600-35266092,chr6,35419937,35420445,HUVEC|chr6:35419937-35420445
1,226628.0,chr6,36722500,36725863,HUVEC|chr6:36722500-36725863,chr6,36952493,36954704,HUVEC|chr6:36952493-36954704
1,213943.0,chr6,36737600,36738548,HUVEC|chr6:36737600-36738548,chr6,36952493,36954704,HUVEC|chr6:36952493-36954704
1,263899.0,chr6,41753635,41754200,HUVEC|chr6:41753635-41754200,chr6,42018101,42018898,HUVEC|chr6:42018101-42018898
1,110699.0,chr6,41906200,41907400,HUVEC|chr6:41906200-41907400,chr6,42018101,42018898,HUVEC|chr6:42018101-42018898
1,140485.0,chr6,44072000,44073400,HUVEC|chr6:44072000-44073400,chr6,44213887,44216175,HUVEC|chr6:44213887-44216175
1,150871.0,chr6,44072000,44073400,HUVEC|chr6:44072000-44073400,chr6,44224273,44225600,HUVEC|chr6:44224273-44225600
1,138531.0,chr6,44074000,44075354,HUVEC|chr6:44074000-44075354,chr6,44213887,44216175,HUVEC|chr6:44213887-44216175
1,148917.0,chr6,44074000,44075354,HUVEC|chr6:44074000-44075354,chr6,44224273,44225600,HUVEC|chr6:44224273-44225600
1,224713.0,chr6,47051552,47051671,HUVEC|chr6:47051552-47051671,chr6,47276386,47278082,HUVEC|chr6:47276386-47278082
1,64570.0,chr6,52860800,52861400,HUVEC|chr6:52860800-52861400,chr6,52925972,52926899,HUVEC|chr6:52925972-52926899
1,635238.0,chr6,75278131,75279886,HUVEC|chr6:75278131-75279886,chr6,75915126,75915987,HUVEC|chr6:75915126-75915987
1,170335.0,chr6,77999678,78000984,HUVEC|chr6:77999678-78000984,chr6,78171321,78174498,HUVEC|chr6:78171321-78174498
1,166824.0,chr6,78001180,78004495,HUVEC|chr6:78001180-78004495,chr6,78171321,78174498,HUVEC|chr6:78171321-78174498
1,59455.0,chr6,111135200,111135723,HUVEC|chr6:111135200-111135723,chr6,111195180,111197953,HUVEC|chr6:111195180-111197953
1,749670.0,chr6,113423463,113426106,HUVEC|chr6:113423463-113426106,chr6,114175778,114181445,HUVEC|chr6:114175778-114181445
1,731150.0,chr6,113440935,113444626,HUVEC|chr6:113440935-113444626,chr6,114175778,114181445,HUVEC|chr6:114175778-114181445
1,174547.0,chr6,126102600,126103160,HUVEC|chr6:126102600-126103160,chr6,126277709,126278637,HUVEC|chr6:126277709-126278637
1,143260.0,chr6,136968309,136969275,HUVEC|chr6:136968309-136969275,chr6,137112537,137114397,HUVEC|chr6:137112537-137114397
1,183793.0,chr6,138910264,138910381,HUVEC|chr6:138910264-138910381,chr6,139094176,139095335,HUVEC|chr6:139094176-139095335
1,180374.0,chr6,138913322,138913800,HUVEC|chr6:138913322-138913800,chr6,139094176,139095335,HUVEC|chr6:139094176-139095335
1,177746.0,chr6,138914000,138916428,HUVEC|chr6:138914000-138916428,chr6,139094176,139095335,HUVEC|chr6:139094176-139095335
1,174853.0,chr6,138916908,138919321,HUVEC|chr6:138916908-138919321,chr6,139094176,139095335,HUVEC|chr6:139094176-139095335
1,171226.0,chr6,138921912,138922948,HUVEC|chr6:138921912-138922948,chr6,139094176,139095335,HUVEC|chr6:139094176-139095335
1,168859.0,chr6,139138967,139139424,HUVEC|chr6:139138967-139139424,chr6,139308285,139309619,HUVEC|chr6:139308285-139309619
1,168083.0,chr6,139139785,139140200,HUVEC|chr6:139139785-139140200,chr6,139308285,139309619,HUVEC|chr6:139308285-139309619
1,250302.0,chr6,143014800,143015301,HUVEC|chr6:143014800-143015301,chr6,143265605,143269157,HUVEC|chr6:143265605-143269157
1,241511.0,chr6,143023653,143024092,HUVEC|chr6:143023653-143024092,chr6,143265605,143269157,HUVEC|chr6:143265605-143269157
1,82334.0,chr6,150161649,150161741,HUVEC|chr6:150161649-150161741,chr6,150244077,150244489,HUVEC|chr6:150244077-150244489
1,81921.0,chr6,150162047,150162154,HUVEC|chr6:150162047-150162154,chr6,150244077,150244489,HUVEC|chr6:150244077-150244489
1,74674.0,chr6,150168275,150169401,HUVEC|chr6:150168275-150169401,chr6,150244077,150244489,HUVEC|chr6:150244077-150244489
1,163198.0,chr7,22599739,22602800,HUVEC|chr7:22599739-22602800,chr7,22766000,22768508,HUVEC|chr7:22766000-22768508
1,1291773.0,chr7,25887133,25887225,HUVEC|chr7:25887133-25887225,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,1303173.0,chr7,25887133,25887225,HUVEC|chr7:25887133-25887225,chr7,27190400,27194265,HUVEC|chr7:27190400-27194265
1,1309408.0,chr7,25887133,25887225,HUVEC|chr7:25887133-25887225,chr7,27196635,27197797,HUVEC|chr7:27196635-27197797
1,1289233.0,chr7,25889161,25889765,HUVEC|chr7:25889161-25889765,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,1300633.0,chr7,25889161,25889765,HUVEC|chr7:25889161-25889765,chr7,27190400,27194265,HUVEC|chr7:27190400-27194265
1,1306868.0,chr7,25889161,25889765,HUVEC|chr7:25889161-25889765,chr7,27196635,27197797,HUVEC|chr7:27196635-27197797
1,1286598.0,chr7,25891600,25892400,HUVEC|chr7:25891600-25892400,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,1297998.0,chr7,25891600,25892400,HUVEC|chr7:25891600-25892400,chr7,27190400,27194265,HUVEC|chr7:27190400-27194265
1,1304233.0,chr7,25891600,25892400,HUVEC|chr7:25891600-25892400,chr7,27196635,27197797,HUVEC|chr7:27196635-27197797
1,1284805.0,chr7,25894000,25894193,HUVEC|chr7:25894000-25894193,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,1296205.0,chr7,25894000,25894193,HUVEC|chr7:25894000-25894193,chr7,27190400,27194265,HUVEC|chr7:27190400-27194265
1,1302440.0,chr7,25894000,25894193,HUVEC|chr7:25894000-25894193,chr7,27196635,27197797,HUVEC|chr7:27196635-27197797
1,1281398.0,chr7,25897400,25897600,HUVEC|chr7:25897400-25897600,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,1292798.0,chr7,25897400,25897600,HUVEC|chr7:25897400-25897600,chr7,27190400,27194265,HUVEC|chr7:27190400-27194265
1,1299033.0,chr7,25897400,25897600,HUVEC|chr7:25897400-25897600,chr7,27196635,27197797,HUVEC|chr7:27196635-27197797
1,273808.0,chr7,26141400,26141552,HUVEC|chr7:26141400-26141552,chr7,26415362,26416951,HUVEC|chr7:26415362-26416951
1,768649.0,chr7,26409269,26410349,HUVEC|chr7:26409269-26410349,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,767505.0,chr7,26411388,26411493,HUVEC|chr7:26411388-26411493,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,765798.0,chr7,26411875,26413200,HUVEC|chr7:26411875-26413200,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,761814.0,chr7,26417000,26417184,HUVEC|chr7:26417000-26417184,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,455650.0,chr7,26723058,26723348,HUVEC|chr7:26723058-26723348,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,452312.0,chr7,26723869,26726686,HUVEC|chr7:26723869-26726686,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,449635.0,chr7,26728136,26729363,HUVEC|chr7:26728136-26729363,chr7,27179000,27184000,HUVEC|chr7:27179000-27184000
1,237028.0,chr7,26895521,26898200,HUVEC|chr7:26895521-26898200,chr7,27135230,27138800,HUVEC|chr7:27135230-27138800
1,237011.0,chr7,26898200,26898217,HUVEC|chr7:26898200-26898217,chr7,27135230,27138800,HUVEC|chr7:27135230-27138800
1,1391719.0,chr7,40349573,40350960,HUVEC|chr7:40349573-40350960,chr7,41742681,41742800,HUVEC|chr7:41742681-41742800
1,511989.0,chr7,41226406,41230690,HUVEC|chr7:41226406-41230690,chr7,41742681,41742800,HUVEC|chr7:41742681-41742800
1,813786.0,chr7,42953579,42954823,HUVEC|chr7:42953579-42954823,chr7,43768611,43769601,HUVEC|chr7:43768611-43769601
1,273942.0,chr7,43494400,43494667,HUVEC|chr7:43494400-43494667,chr7,43768611,43769601,HUVEC|chr7:43768611-43769601
1,273609.0,chr7,43494912,43495000,HUVEC|chr7:43494912-43495000,chr7,43768611,43769601,HUVEC|chr7:43768611-43769601
